time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-02-02T05:21:06.800Z,35.988,-97.4185,5.048,2.5,ml,,65,,0.43,us,us20004whq,2016-04-14T22:51:40.040Z,"12km N of Guthrie, Oklahoma",earthquake,1.7,1.7,,,reviewed,tul,tul
2016-02-02T08:20:34.600Z,36.4789,-98.7437,9.937,2.8,ml,,116,,0.76,us,us20004wih,2016-04-14T22:51:40.040Z,"33km NW of Fairview, Oklahoma",earthquake,3.3,4.1,,,reviewed,tul,tul
2016-02-02T13:32:25.500Z,36.477,-98.7416,7.46,3.4,ml,,116,,0.43,us,us20004wjs,2016-04-14T22:51:41.040Z,"32km NW of Fairview, Oklahoma",earthquake,2.1,7.2,,,reviewed,tul,tul
2016-02-03T03:13:32.450Z,34.991,-96.0509,5,2.5,mb_lg,,59,0.688,0.5,us,us20004wrm,2016-04-14T22:51:41.040Z,"26km WNW of McAlester, Oklahoma",earthquake,1.5,2,0.154,11,reviewed,us,us
2016-02-03T07:00:42.900Z,35.9553,-97.3684,5.732,3.2,ml,,64,,0.59,us,us20004wsa,2016-04-14T22:51:42.040Z,"9km NNE of Guthrie, Oklahoma",earthquake,1.9,7.7,,,reviewed,tul,tul
2016-02-03T17:36:57.400Z,35.6677,-97.4057,6.406,2.8,ml,,68,,0.53,us,us20004ww1,2016-04-14T22:51:42.040Z,"6km ENE of Edmond, Oklahoma",earthquake,1.2,3.7,,,reviewed,tul,tul
2016-02-03T23:11:28.000Z,36.8143,-97.622,5.686,3.5,ml,,53,,0.56,us,us20004wyi,2016-04-14T22:51:43.040Z,"9km E of Medford, Oklahoma",earthquake,2.4,7.6,,,reviewed,tul,tul
2016-02-04T01:43:17.400Z,35.9875,-96.803,4.29,2.5,ml,,50,,0.61,us,us20004wzk,2016-04-14T22:51:43.040Z,"3km W of Cushing, Oklahoma",earthquake,1.5,3.2,,,reviewed,tul,tul
2016-02-04T02:16:38.400Z,35.9858,-96.8026,5,2.6,ml,,49,,0.49,us,us20004wzw,2016-11-07T02:15:43.424Z,"3km W of Cushing, Oklahoma",earthquake,1.3,4.9,,,reviewed,tul,tul
2016-02-04T06:27:38.100Z,36.4771,-98.7489,7.708,2.7,ml,,116,,0.74,us,us20004x0h,2016-04-14T22:51:43.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.2,7.3,,,reviewed,tul,tul
2016-02-04T13:24:08.400Z,35.6598,-97.3855,6.266,2.3,ml,,53,,0.6,us,us20004x2n,2016-04-14T22:51:44.040Z,"8km E of Edmond, Oklahoma",earthquake,1.3,3.8,,,reviewed,tul,tul
2016-02-04T20:27:39.700Z,35.9502,-97.3859,6.315,3.3,ml,,65,,0.76,us,us20004xvy,2016-04-14T22:51:44.040Z,"8km NNE of Guthrie, Oklahoma",earthquake,1.4,5.9,,,reviewed,tul,tul
2016-02-04T20:57:39.000Z,34.8305,-95.6001,3.589,2.7,ml,,211,,0.83,us,us20004xw2,2016-04-14T22:51:44.040Z,"4km WSW of Hartshorne, Oklahoma",earthquake,3.7,6.7,,,reviewed,tul,tul
2016-02-04T21:48:08.700Z,35.951,-97.389,6.971,2.6,ml,,65,,0.52,us,us20004xxg,2016-04-14T22:51:44.040Z,"8km NNE of Guthrie, Oklahoma",earthquake,1,6.2,,,reviewed,tul,tul
2016-02-05T08:08:56.800Z,36.4843,-98.7395,6.652,2.9,ml,,117,,0.47,us,us20004y0i,2016-04-19T01:33:19.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.9,7.1,,,reviewed,tul,tul
2016-02-05T10:48:36.900Z,36.3209,-97.5473,6.753,2.6,ml,,61,,0.31,us,us20004y10,2016-04-19T01:33:19.040Z,"23km W of Perry, Oklahoma",earthquake,0.9,7.6,,,reviewed,tul,tul
2016-02-05T11:22:12.300Z,36.0634,-97.4861,5.681,2.5,ml,,66,,0.53,us,us20004y14,2016-04-19T01:33:19.040Z,"15km NE of Crescent, Oklahoma",earthquake,1.3,7.3,,,reviewed,tul,tul
2016-02-05T11:38:50.000Z,36.3214,-97.5533,5.668,3.1,ml,,62,,0.43,us,us20004y16,2016-04-19T01:33:19.040Z,"24km W of Perry, Oklahoma",earthquake,1.5,7.6,,,reviewed,tul,tul
2016-02-05T13:21:43.600Z,36.1753,-97.2566,7.369,3.1,ml,,44,,0.67,us,us20004y2b,2016-04-19T01:33:19.040Z,"12km SSE of Perry, Oklahoma",earthquake,1.3,4.4,,,reviewed,tul,tul
2016-02-05T16:06:24.000Z,36.57,-97.814,5.37,3.1,ml,,64,,0.55,us,us20004y4k,2016-04-19T01:33:19.040Z,"20km NNE of Enid, Oklahoma",earthquake,1.6,7,,,reviewed,tul,tul
2016-02-05T16:09:30.200Z,36.5709,-97.8167,6.884,3.5,ml,,40,,0.59,us,us20004y4l,2016-04-19T01:33:19.040Z,"20km NNE of Enid, Oklahoma",earthquake,1.5,7.9,,,reviewed,tul,tul
2016-02-05T23:06:16.800Z,36.5723,-97.8119,4.833,2.6,ml,,74,,0.57,us,us20004y81,2016-04-19T01:33:20.040Z,"20km NNE of Enid, Oklahoma",earthquake,1.3,7.3,,,reviewed,tul,tul
2016-02-06T07:02:43.100Z,35.9739,-97.186,6.658,2.5,ml,,55,,0.59,us,us20004yap,2016-04-19T01:33:20.040Z,"7km ENE of Langston, Oklahoma",earthquake,1.8,0.7,,,reviewed,tul,tul
2016-02-06T07:28:10.400Z,35.9742,-97.1841,6.857,2.7,ml,,55,,0.57,us,us20004yaq,2016-04-19T01:33:20.040Z,"7km ENE of Langston, Oklahoma",earthquake,1.5,7,,,reviewed,tul,tul
2016-02-06T08:34:44.700Z,35.9727,-97.1763,7.818,2.7,ml,,54,,0.46,us,us20004yax,2016-04-19T01:33:20.040Z,"7km ENE of Langston, Oklahoma",earthquake,1.8,6.7,,,reviewed,tul,tul
2016-02-06T09:13:47.600Z,35.9745,-97.1806,7.74,3.1,ml,,54,,0.47,us,us20004yb1,2016-04-19T01:33:21.040Z,"7km ENE of Langston, Oklahoma",earthquake,1.3,0.6,,,reviewed,tul,tul
2016-02-06T09:19:18.100Z,35.9737,-97.1766,6.962,3.1,ml,,54,,0.58,us,us20004yb3,2016-04-19T01:33:21.040Z,"7km ENE of Langston, Oklahoma",earthquake,1.4,7.2,,,reviewed,tul,tul
2016-02-06T12:46:04.900Z,35.9738,-97.1816,7.668,2.5,ml,,54,,0.63,us,us20004ybt,2016-04-19T01:33:21.040Z,"7km ENE of Langston, Oklahoma",earthquake,0.7,4.8,,,reviewed,tul,tul
2016-02-06T15:12:29.200Z,36.1269,-97.2795,5.611,2.9,ml,,61,,0.54,us,us20004yc5,2016-04-19T01:33:21.040Z,"18km S of Perry, Oklahoma",earthquake,1.2,7.1,,,reviewed,tul,tul
2016-02-06T16:22:48.600Z,36.1275,-97.2788,5.556,2.5,ml,,61,,0.46,us,us20004yci,2016-04-19T01:33:21.040Z,"17km S of Perry, Oklahoma",earthquake,1.5,1.7,,,reviewed,tul,tul
2016-02-06T20:39:09.000Z,36.8274,-97.7746,5.834,3.4,mwr,,50,,0.64,us,us20004ye0,2016-04-19T01:33:21.040Z,"4km WNW of Medford, Oklahoma",earthquake,2.1,5.5,,18,reviewed,tul,slm
2016-02-06T21:08:02.400Z,36.6643,-98.4532,5.182,2.7,ml,,116,,0.49,us,us20004ye7,2016-04-19T01:33:21.040Z,"13km SW of Cherokee, Oklahoma",earthquake,1.6,7.5,,,reviewed,tul,tul
2016-02-06T21:15:49.500Z,35.9727,-97.1842,6.957,2.8,ml,,55,,0.47,us,us20004ye9,2016-04-19T01:33:21.040Z,"7km ENE of Langston, Oklahoma",earthquake,0.9,7,,,reviewed,tul,tul
2016-02-06T21:20:03.800Z,35.9738,-97.192,7.085,2.6,ml,,56,,0.58,us,us20004yea,2016-04-19T01:33:21.040Z,"6km ENE of Langston, Oklahoma",earthquake,0.8,7.1,,,reviewed,tul,tul
2016-02-06T21:59:54.100Z,35.9734,-97.1795,7.034,3.7,ml,,54,,0.49,us,us20004yei,2016-04-19T01:33:21.040Z,"7km ENE of Langston, Oklahoma",earthquake,3,7.2,,,reviewed,tul,tul
2016-02-06T22:22:09.900Z,35.9731,-97.1784,7.844,2.7,ml,,54,,0.55,us,us20004yem,2016-04-19T01:33:22.040Z,"7km ENE of Langston, Oklahoma",earthquake,1.2,0.8,,,reviewed,tul,tul
2016-02-07T00:06:41.200Z,36.5195,-98.0946,6.257,2.5,ml,,82,,0.62,us,us20004ygi,2016-04-19T01:33:22.040Z,"15km E of Helena, Oklahoma",earthquake,1.6,5.8,,,reviewed,tul,tul
2016-02-07T00:45:00.500Z,36.5083,-99.0527,5.991,2.7,ml,,195,,0.45,us,us20004ygk,2016-04-19T01:33:22.040Z,"15km ENE of Mooreland, Oklahoma",earthquake,3.4,8,,,reviewed,tul,tul
2016-02-07T01:21:25.100Z,36.8002,-97.8591,5.307,2.8,ml,,59,,0.3,us,us20004ygw,2016-04-19T01:33:22.040Z,"11km W of Medford, Oklahoma",earthquake,1.8,7.4,,,reviewed,tul,tul
2016-02-07T02:25:47.200Z,36.6911,-98.0013,6.243,2.5,ml,,74,,0.43,us,us20004yh7,2016-04-19T01:33:22.040Z,"27km WSW of Medford, Oklahoma",earthquake,1.8,7.7,,,reviewed,tul,tul
2016-02-07T04:49:57.600Z,35.4879,-97.1145,6.481,2.5,ml,,81,,0.3,us,us20004yhl,2016-04-19T01:33:22.040Z,"4km E of Harrah, Oklahoma",earthquake,1.6,7.2,,,reviewed,tul,tul
2016-02-07T09:02:23.800Z,36.288,-97.5163,7.133,2.5,ml,,52,,0.58,us,us20004yia,2016-04-19T01:33:22.040Z,"20km W of Perry, Oklahoma",earthquake,1.2,6.1,,,reviewed,tul,tul
2016-02-07T09:19:54.700Z,36.7954,-98.28,4.319,2.5,ml,,96,,0.49,us,us20004yic,2016-04-19T01:33:22.040Z,"8km ENE of Cherokee, Oklahoma",earthquake,1.6,7,,,reviewed,tul,tul
2016-02-07T10:39:31.900Z,35.9724,-96.9108,4.955,2.6,ml,,66,,0.63,us,us20004yip,2016-04-19T01:33:22.040Z,"11km E of Perkins, Oklahoma",earthquake,1.1,4.5,,,reviewed,tul,tul
2016-02-07T12:20:34.400Z,36.1271,-97.2688,5.371,2.6,ml,,99,,0.56,us,us20004yiz,2016-04-19T01:33:22.040Z,"18km W of Stillwater, Oklahoma",earthquake,1.4,7.1,,,reviewed,tul,tul
2016-02-07T16:10:00.700Z,35.9748,-97.1792,7.801,3.6,ml,,54,,0.45,us,us20004yk6,2016-04-19T01:33:23.040Z,"7km ENE of Langston, Oklahoma",earthquake,2.6,7.1,,,reviewed,tul,tul
2016-02-07T16:26:28.200Z,35.9732,-97.1889,7.803,2.5,ml,,60,,0.62,us,us20004ykd,2016-04-19T01:33:23.040Z,"6km ENE of Langston, Oklahoma",earthquake,1.6,6.7,,,reviewed,tul,tul
2016-02-07T17:44:17.800Z,36.8915,-97.6731,3.135,2.5,ml,,67,,0.55,us,us20004yki,2016-04-19T01:33:23.040Z,"10km NNE of Medford, Oklahoma",earthquake,1.6,7.1,,,reviewed,tul,tul
2016-02-08T00:23:54.190Z,35.8973,-96.7276,6.66,2.7,mb_lg,,64,0.054,0.26,us,us20004ymh,2016-04-19T01:33:23.040Z,"10km SSE of Cushing, Oklahoma",earthquake,1.4,2.4,0.228,5,reviewed,us,us
2016-02-08T01:39:45.300Z,36.6953,-98.2658,4.751,2.7,ml,,106,,0.46,us,us20004ymv,2016-04-19T01:33:24.040Z,"10km SE of Cherokee, Oklahoma",earthquake,1.5,5.8,,,reviewed,tul,tul
2016-02-08T01:42:31.700Z,36.316,-98.1511,6.622,2.6,ml,,77,,0.25,us,us20004ymw,2016-04-19T01:33:24.040Z,"23km W of Waukomis, Oklahoma",earthquake,1,3.3,,,reviewed,tul,tul
2016-02-08T03:53:40.200Z,36.1162,-97.5813,4.475,2.8,ml,,64,,0.18,us,us20004ynm,2016-04-19T01:33:24.040Z,"18km N of Crescent, Oklahoma",earthquake,1.3,4.3,,,reviewed,tul,tul
2016-02-08T06:33:33.900Z,36.5058,-99.0367,3.816,2.7,ml,,200,,0.59,us,us20004ynz,2016-04-19T01:33:24.040Z,"16km ENE of Mooreland, Oklahoma",earthquake,3.1,7.4,,,reviewed,tul,tul
2016-02-08T08:02:12.500Z,35.54,-97.3102,6.319,3.5,ml,,57,,0.73,us,us20004yp5,2016-04-19T01:33:24.040Z,"3km SW of Jones, Oklahoma",earthquake,1.5,3.1,,,reviewed,tul,tul
2016-02-08T14:34:13.800Z,36.446,-98.691,7.481,2.9,ml,,101,,0.51,us,us20004yqh,2016-04-19T01:33:24.040Z,"27km NW of Fairview, Oklahoma",earthquake,2.6,7,,,reviewed,tul,tul
2016-02-09T05:17:42.200Z,36.2527,-96.7478,5.321,2.7,ml,,68,,0.69,us,us20004yxp,2016-04-19T01:33:26.040Z,"10km SSE of Pawnee, Oklahoma",earthquake,1.4,6.4,,,reviewed,tul,tul
2016-02-09T10:47:05.400Z,36.1415,-97.4592,6.019,2.6,ml,,73,,0.57,us,us20004yyl,2016-04-19T01:33:26.040Z,"22km SW of Perry, Oklahoma",earthquake,0.8,7.1,,,reviewed,tul,tul
2016-02-09T13:18:21.500Z,36.1165,-96.8101,5.589,2.9,ml,,43,,0.55,us,us20004z0m,2016-04-19T01:33:26.040Z,"9km W of Yale, Oklahoma",earthquake,1.4,4.1,,,reviewed,tul,tul
2016-02-09T15:38:58.400Z,36.2597,-96.748,5.1,3.4,ml,,68,,0.49,us,us20004z14,2016-04-19T01:33:27.040Z,"10km SSE of Pawnee, Oklahoma",earthquake,1.8,5.9,,,reviewed,tul,tul
2016-02-09T17:04:56.600Z,35.9893,-96.7474,4.357,2.5,ml,,46,,0.56,us,us20004z1g,2016-04-19T01:33:27.040Z,"1km ENE of Cushing, Oklahoma",earthquake,1.5,3.1,,,reviewed,tul,tul
2016-02-09T18:43:37.800Z,36.2609,-96.7515,4.954,2.3,ml,,68,,0.48,us,us20004z2w,2016-04-19T01:33:27.040Z,"9km SSE of Pawnee, Oklahoma",earthquake,1.4,6.6,,,reviewed,tul,tul
2016-02-10T06:15:55.400Z,36.277,-96.6483,5.206,2.7,ml,,75,,0.56,us,us20004z7m,2016-04-19T01:33:28.040Z,"15km ESE of Pawnee, Oklahoma",earthquake,1.5,5.5,,,reviewed,tul,tul
2016-02-11T00:24:18.600Z,35.6611,-97.3811,5.116,2.7,ml,,61,,0.26,us,us20004zeu,2016-04-19T01:33:29.040Z,"8km E of Edmond, Oklahoma",earthquake,0.9,3.5,,,reviewed,tul,tul
2016-02-11T02:46:37.600Z,36.7571,-97.5322,5.517,2.8,ml,,69,,0.41,us,us20004zfn,2016-04-19T01:33:29.040Z,"18km ESE of Medford, Oklahoma",earthquake,1.3,7,,,reviewed,tul,tul
2016-02-11T03:20:51.900Z,36.7434,-98.0266,6.627,2.6,ml,,95,,0.49,us,us20004zft,2016-04-19T01:33:29.040Z,"27km WSW of Medford, Oklahoma",earthquake,3.1,6.9,,,reviewed,tul,tul
2016-02-11T03:30:08.160Z,36.9508333,-97.8053333,5.04,1.67,ml,17,87,0.09857,0.04,ismpkansas,ismpkansas70171673,2016-05-04T22:26:07.990Z,"Oklahoma",earthquake,0.16,0.96,0.162,19,reviewed,ismp,ismp
2016-02-11T12:46:20.700Z,35.6589,-97.3818,6.422,2.6,ml,,61,,0.57,us,us20004zh1,2016-04-19T01:33:30.040Z,"8km E of Edmond, Oklahoma",earthquake,1,4.6,,,reviewed,tul,tul
2016-02-11T13:18:24.400Z,36.5113,-99.0049,3.596,3,ml,,230,,0.62,us,us20004zh7,2016-04-19T01:33:30.040Z,"19km ENE of Mooreland, Oklahoma",earthquake,3.3,7.7,,,reviewed,tul,tul
2016-02-11T18:32:58.800Z,36.4787,-98.7524,9.702,3.2,ml,,117,,0.79,us,us20004zjf,2016-04-19T01:33:30.040Z,"33km NW of Fairview, Oklahoma",earthquake,3.5,5.3,,,reviewed,tul,tul
2016-02-11T19:49:13.400Z,36.4791,-98.7459,7.118,3.1,ml,,97,,0.63,us,us20004zjw,2016-04-19T01:33:30.040Z,"33km NW of Fairview, Oklahoma",earthquake,3.6,7.9,,,reviewed,tul,tul
2016-02-11T22:35:11.600Z,36.3681,-97.3479,7.03,2.7,ml,,69,,0.56,us,us20004zlc,2016-04-19T01:33:30.040Z,"10km NNW of Perry, Oklahoma",earthquake,0.7,6.8,,,reviewed,tul,tul
2016-02-12T00:33:47.300Z,36.1631,-97.0414,5.843,2.9,ml,,72,,0.57,us,us20004zmn,2016-04-26T23:28:16.040Z,"5km NNE of Stillwater, Oklahoma",earthquake,1.3,6.7,,,reviewed,tul,tul
2016-02-12T00:41:10.800Z,36.8734,-97.9724,6.636,2.5,ml,,169,,0.52,us,us20004zmq,2016-04-26T23:28:16.040Z,"22km WNW of Medford, Oklahoma",earthquake,1.2,3.1,,,reviewed,tul,tul
2016-02-12T02:46:41.300Z,36.7153,-98.4281,4.862,2.8,ml,,113,,0.34,us,us20004zn0,2016-04-26T23:28:16.040Z,"7km SW of Cherokee, Oklahoma",earthquake,2.5,7.6,,,reviewed,tul,tul
2016-02-12T03:09:57.500Z,36.879,-97.7957,4.348,2.5,ml,,56,,0.44,us,us20004zn2,2016-04-26T23:28:17.040Z,"9km NW of Medford, Oklahoma",earthquake,1.2,4.7,,,reviewed,tul,tul
2016-02-12T11:57:19.600Z,36.2592,-97.9843,6.29,2.5,ml,,132,,0.49,us,us20004zpw,2016-04-26T23:28:17.040Z,"8km WSW of Waukomis, Oklahoma",earthquake,1.7,6.6,,,reviewed,tul,tul
2016-02-12T18:45:22.800Z,36.508,-97.2981,5,2.6,ml,,49,,0.56,us,us20004zsq,2016-04-26T23:28:17.040Z,"18km S of Tonkawa, Oklahoma",earthquake,1.2,6.9,,,reviewed,tul,tul
2016-02-12T20:37:49.400Z,36.1808,-96.9736,6.067,2.7,ml,,63,,0.68,us,us20004ztr,2016-04-26T23:28:18.040Z,"10km NE of Stillwater, Oklahoma",earthquake,1.3,3.7,,,reviewed,tul,tul
2016-02-12T20:48:09.650Z,35.6704,-97.3988,9.2,2.1,ml,,65,0.102,0.43,us,us200050ns,2016-04-26T23:28:18.040Z,"7km ENE of Edmond, Oklahoma",earthquake,1,3.5,0.069,28,reviewed,us,us
2016-02-13T01:44:31.900Z,36.9354,-97.9689,4.031,2.6,ml,,96,,0.31,us,us20004zw1,2016-04-26T23:28:18.040Z,"24km SSE of Anthony, Kansas",earthquake,4.1,7.4,,,reviewed,tul,tul
2016-02-13T10:01:32.200Z,36.2559,-96.7401,5.312,2.7,ml,,68,,0.41,us,us20004zxb,2017-09-06T03:49:45.912Z,"10km SSE of Pawnee, Oklahoma",earthquake,1.5,6.1,,,reviewed,tul,tul
2016-02-13T15:18:43.000Z,36.5047,-98.7232,7.498,2.6,ml,,119,,0.38,us,us20004zxv,2016-04-26T23:28:19.040Z,"33km S of Alva, Oklahoma",earthquake,1.4,6.2,,,reviewed,tul,tul
2016-02-13T17:06:04.900Z,36.4981,-98.7342,13.254,2.7,ml,,124,,1.08,us,us20004zy7,2016-04-26T23:28:19.040Z,"34km S of Alva, Oklahoma",earthquake,3.8,6.4,,,reviewed,tul,tul
2016-02-13T17:07:06.290Z,36.4898,-98.709,8.31,5.1,mww,,17,0.218,1.09,us,us20004zy8,2017-10-11T21:22:27.265Z,"31km NW of Fairview, Oklahoma",earthquake,1.8,3.7,,,reviewed,us,us
2016-02-13T17:17:39.100Z,36.4812,-98.7392,5,4,ml,,116,,0.91,us,us20004zyf,2016-04-26T23:28:19.040Z,"33km NW of Fairview, Oklahoma",earthquake,3.2,5.9,,,reviewed,tul,tul
2016-02-13T17:22:10.300Z,36.4665,-98.7654,7.582,2.8,ml,,125,,1.02,us,us10004u88,2016-04-26T23:28:19.040Z,"33km NW of Fairview, Oklahoma",earthquake,2,6.8,,,reviewed,tul,tul
2016-02-13T17:25:52.500Z,36.8766,-97.789,2.55,3.1,ml,,56,,0.89,us,us20004zz7,2016-04-26T23:28:19.040Z,"9km NNW of Medford, Oklahoma",earthquake,1.2,5.9,,,reviewed,tul,tul
2016-02-13T17:36:47.300Z,36.4816,-98.7514,7.115,2.6,ml,,159,,0.48,us,us200050aa,2016-04-26T23:28:19.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.6,7.4,,,reviewed,tul,tul
2016-02-13T17:41:06.800Z,36.474,-98.7422,4.022,2.7,ml,,115,,0.88,us,us20004zyi,2016-04-26T23:28:19.040Z,"32km NW of Fairview, Oklahoma",earthquake,3.5,7.8,,,reviewed,tul,tul
2016-02-13T17:44:18.400Z,36.5013,-98.718,7.714,3.4,ml,,118,,0.8,us,us20004zyk,2016-04-26T23:28:19.040Z,"33km NW of Fairview, Oklahoma",earthquake,3.3,4.4,,,reviewed,tul,tul
2016-02-13T17:56:14.100Z,36.5052,-98.713,7.626,2.4,ml,,118,,0.63,us,us20004zyq,2016-04-26T23:28:19.040Z,"33km S of Alva, Oklahoma",earthquake,2.2,4.2,,,reviewed,tul,tul
2016-02-13T18:11:32.100Z,36.4616,-98.748,6.436,2.7,ml,,220,,0.7,us,us20004zyu,2016-04-26T23:28:19.040Z,"32km NW of Fairview, Oklahoma",earthquake,2.6,7.4,,,reviewed,tul,tul
2016-02-13T18:21:20.200Z,36.5188,-98.7021,3.889,3.7,ml,,120,,0.69,us,us20004zyz,2016-04-26T23:28:19.040Z,"31km S of Alva, Oklahoma",earthquake,3,7.6,,,reviewed,tul,tul
2016-02-13T18:50:58.300Z,36.5127,-98.7146,7.923,2.5,ml,,120,,0.87,us,us200050kp,2016-04-26T23:28:19.040Z,"32km S of Alva, Oklahoma",earthquake,2.3,7.1,,,reviewed,tul,tul
2016-02-13T19:07:14.700Z,36.4769,-98.7552,7.64,2.6,ml,,211,,0.24,us,us20004zz8,2016-04-26T23:28:19.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.1,5.9,,,reviewed,tul,tul
2016-02-13T19:20:38.500Z,36.51,-98.7037,6.746,2.7,ml,,199,,0.67,us,us20004zzb,2016-04-26T23:28:19.040Z,"32km S of Alva, Oklahoma",earthquake,3,7.1,,,reviewed,tul,tul
2016-02-13T19:26:15.400Z,36.4763,-98.7513,7.619,2.6,ml,,116,,0.58,us,us20004zze,2016-04-26T23:28:19.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.4,6.1,,,reviewed,tul,tul
2016-02-13T19:33:14.200Z,36.4855,-98.7178,2.115,2.5,ml,,164,,0.6,us,us20004zzh,2016-04-26T23:28:19.040Z,"32km NW of Fairview, Oklahoma",earthquake,2.1,7.9,,,reviewed,tul,tul
2016-02-13T19:48:26.400Z,36.4747,-98.748,7.654,2.6,ml,,116,,0.5,us,us20004zzp,2016-04-26T23:28:19.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.7,6.2,,,reviewed,tul,tul
2016-02-13T19:50:51.100Z,36.4549,-98.759,5,2.6,ml,,112,,0.69,us,us20004zzr,2016-04-26T23:28:19.040Z,"32km NW of Fairview, Oklahoma",earthquake,1.6,7.4,,,reviewed,tul,tul
2016-02-13T20:18:05.000Z,36.4648,-98.7596,7.56,3,ml,,123,,0.46,us,us20004zzw,2016-04-26T23:28:19.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.3,8,,,reviewed,tul,tul
2016-02-13T20:28:15.300Z,36.4726,-98.7593,8.296,2.4,ml,,116,,0.47,us,us200050g9,2016-04-26T23:28:19.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.8,3.5,,,reviewed,tul,tul
2016-02-13T20:55:32.100Z,36.5244,-98.7027,7.763,3.3,ml,,101,,0.43,us,us20005007,2016-04-26T23:28:19.040Z,"31km S of Alva, Oklahoma",earthquake,2.9,7.4,,,reviewed,tul,tul
2016-02-13T20:58:44.900Z,36.0624,-97.4841,5.324,3.2,ml,,66,,0.69,us,us20005008,2016-04-26T23:28:19.040Z,"15km NE of Crescent, Oklahoma",earthquake,1.5,7.2,,,reviewed,tul,tul
2016-02-13T21:10:24.000Z,36.4677,-98.7877,9.891,2.2,ml,,132,,0.28,us,us200050pi,2016-04-26T23:28:19.040Z,"35km NW of Fairview, Oklahoma",earthquake,3.1,5.9,,,reviewed,tul,tul
2016-02-13T21:18:19.100Z,36.454,-98.7749,7.444,2.5,ml,,114,,0.59,us,us200050ph,2016-04-26T23:28:19.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.9,7.3,,,reviewed,tul,tul
2016-02-13T21:59:03.700Z,36.466,-98.7563,7.089,3,ml,,122,,0.71,us,us2000500m,2016-04-26T23:28:20.040Z,"33km NW of Fairview, Oklahoma",earthquake,3.4,7.5,,,reviewed,tul,tul
2016-02-13T22:35:20.500Z,36.474,-98.7449,7.191,2.3,ml,,115,,0.63,us,us200050pg,2016-04-26T23:28:20.040Z,"32km NW of Fairview, Oklahoma",earthquake,1.4,7.2,,,reviewed,tul,tul
2016-02-13T23:35:14.600Z,36.4609,-98.7777,10.727,2.4,ml,,116,,0.37,us,us20005010,2016-04-26T23:28:20.040Z,"34km NW of Fairview, Oklahoma",earthquake,2,7.8,,,reviewed,tul,tul
2016-02-13T23:54:01.100Z,36.5247,-98.6984,7.445,2.5,ml,,118,,0.38,us,us20005014,2016-04-26T23:28:20.040Z,"31km S of Alva, Oklahoma",earthquake,3.9,5,,,reviewed,tul,tul
2016-02-14T00:32:16.000Z,36.455,-98.7638,5.781,3.7,ml,,113,,0.46,us,us2000501f,2016-04-26T23:28:20.040Z,"32km NW of Fairview, Oklahoma",earthquake,3.7,7.7,,,reviewed,tul,tul
2016-02-14T00:41:20.700Z,36.4561,-98.7603,4.46,2.5,ml,,121,,0.46,us,us2000501k,2016-04-26T23:28:20.040Z,"32km NW of Fairview, Oklahoma",earthquake,2,7.4,,,reviewed,tul,tul
2016-02-14T01:11:17.300Z,36.4673,-98.7589,7.598,3.2,ml,,115,,0.5,us,us2000501t,2016-04-26T23:28:20.040Z,"33km NW of Fairview, Oklahoma",earthquake,4.9,7.9,,,reviewed,tul,tul
2016-02-14T02:17:17.600Z,35.6582,-97.3722,5.818,2.5,ml,,60,,0.54,us,us20005021,2016-04-26T23:28:20.040Z,"9km E of Edmond, Oklahoma",earthquake,1.1,3.3,,,reviewed,tul,tul
2016-02-14T04:13:32.700Z,36.5082,-98.7089,7.593,3.8,ml,,118,,0.74,us,us2000502d,2016-04-26T23:28:20.040Z,"33km S of Alva, Oklahoma",earthquake,3.8,6.5,,,reviewed,tul,tul
2016-02-14T05:01:57.400Z,36.4916,-98.7328,7.794,2.7,ml,,122,,0.41,us,us2000502h,2016-04-26T23:28:20.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.1,6.1,,,reviewed,tul,tul
2016-02-14T06:47:53.300Z,36.4703,-98.7484,5.573,2.7,ml,,115,,0.4,us,us2000502s,2016-04-26T23:28:20.040Z,"32km NW of Fairview, Oklahoma",earthquake,2.8,7.1,,,reviewed,tul,tul
2016-02-14T10:41:54.000Z,36.4663,-98.75,4.316,3.1,ml,,114,,0.68,us,us2000503t,2016-04-26T23:28:21.040Z,"32km NW of Fairview, Oklahoma",earthquake,2.9,7.7,,,reviewed,tul,tul
2016-02-14T11:25:50.600Z,36.2831,-97.7101,4.975,3.5,mwr,,92,,0.67,us,us20005043,2016-04-26T23:28:21.040Z,"16km E of Waukomis, Oklahoma",earthquake,1.5,6.6,,13,reviewed,tul,slm
2016-02-14T12:35:43.600Z,36.8815,-97.7996,4.651,2.9,ml,,56,,0.92,us,us2000504e,2016-04-26T23:28:21.040Z,"10km NW of Medford, Oklahoma",earthquake,1.8,6.4,,,reviewed,tul,tul
